Cairo,30.033333,31.233334
Abuja,9.058000,7.489000
Paris,48.856613,2.352222
Berlin,52.520008,13.404954
Washington DC,38.895110,-77.036370
Ottawa,45.421530,-75.697193
Cairo,30.0444,31.2357
Abuja,9.0765,7.3986
Paris,48.8566,2.3522
Berlin,52.5200,13.4050
Washington DC,38.9072,-77.0369
Ottawa,45.4215,-75.6972
