ABUJA,9.058000,7.489000
ABUJA,9.0765,7.3986
BERLIN,52.5200,13.4050
BERLIN,52.520008,13.404954
CAIRO,30.033333,31.233334
CAIRO,30.0444,31.2357
OTTAWA,45.4215,-75.6972
OTTAWA,45.421530,-75.697193
PARIS,48.8566,2.3522
PARIS,48.856613,2.352222
WASHINGTON DC,38.895110,-77.036370
WASHINGTON DC,38.9072,-77.0369
